2020/03/14	Sat	01:03 AM	5.56	H
2020/03/14	Sat	08:03 AM	0.25	L
2020/03/14	Sat	02:14 PM	3.40	H
2020/03/14	Sat	07:18 PM	1.83	L
2020/03/15	Sun	02:00 AM	5.25	H
2020/03/15	Sun	09:32 AM	0.38	L
2020/03/15	Sun	04:17 PM	3.00	H
2020/03/15	Sun	08:25 PM	2.49	L
2020/03/16	Mon	03:15 AM	4.95	H
2020/03/16	Mon	11:12 AM	0.25	L
2020/03/16	Mon	06:42 PM	3.28	H
2020/03/16	Mon	10:22 PM	2.81	L
2020/03/17	Tue	04:46 AM	4.86	H
2020/03/17	Tue	12:31 PM	-0.07	L
2020/03/17	Tue	07:40 PM	3.71	H
